Authors,Authors (Full Names),Beginning Page,DOI,ISSN,Journal Title (Full),New ISI Keywords,Original Keywords,Publication Year,Research Field,Times Cited,Title,Unique ID,Version Number,Volume,PM,File Name,Cite Me As
"Dehdarbehbahani, I|Shakery, A|Faili, H","Dehdarbehbahani, Iman|Shakery, Azadeh|Faili, Heshaam",50,10.1016/j.neunet.2014.05.018,0893-6080,NEURAL NETWORKS,,Sentiment lexicon|Random walk model|Semi-supervised polarity identification,2014,"Computer Science, Artificial Intelligence|Neurosciences",1,Semi-supervised word polarity identification in resource-lean languages,WOS:000342483200006,1,58,24950956,D:\Users\mginda\Desktop\savedrecs(10).txt,"Dehdarbehbahani I, 2014, V58, P50, DOI 10.1016/j.neunet.2014.05.018"
"Zhang, KP|Xie, YS|Yang, Y|Sun, AR|Liu, HC|Choudhary, A","Zhang, Kunpeng|Xie, Yusheng|Yang, Yi|Sun, Aaron|Liu, Hengchang|Choudhary, Alok",60,10.1016/j.neunet.2014.04.005,0893-6080,NEURAL NETWORKS,LANGUAGE,Conditional random fields|Active learning|Customer reviews|Sentiment analysis,2014,"Computer Science, Artificial Intelligence|Neurosciences",1,Incorporating conditional random fields and active learning to improve sentiment identification,WOS:000342483200007,1,58,24856246,D:\Users\mginda\Desktop\savedrecs(10).txt,"Zhang KP, 2014, V58, P60, DOI 10.1016/j.neunet.2014.04.005"
"Vazquez, S|Munoz-Garcia, O|Campanella, I|Poch, M|Fisas, B|Bel, N|Andreu, G","Vazquez, Silvia|Munoz-Garcia, Oscar|Campanella, Ines|Poch, Marc|Fisas, Beatriz|Bel, Nuria|Andreu, Gloria",68,10.1016/j.neunet.2014.05.026,0893-6080,NEURAL NETWORKS,WORD-OF-MOUTH |INFORMATION |MEDIA |MODEL,Social media|Marketing|Consumer decision journey|Text analytics|Computational intelligence|Natural language processing|Knowledge extraction,2014,"Computer Science, Artificial Intelligence|Neurosciences",0,A classification of user-generated content into consumer decision journey stages,WOS:000342483200008,1,58,24996448,D:\Users\mginda\Desktop\savedrecs(10).txt,"Vazquez S, 2014, V58, P68, DOI 10.1016/j.neunet.2014.05.026"
"Olsher, D","Olsher, Daniel",131,10.1016/j.neunet.2014.05.022,0893-6080,NEURAL NETWORKS,,Knowledge representation|Nuanced commonsense reasoning|Big Data|Machine learning|Social data|Natural language understanding|Data mining,2014,"Computer Science, Artificial Intelligence|Neurosciences",0,"Semantically-based priors and nuanced knowledge core for Big Data, Social AI, and language understanding",WOS:000342483200013,1,58,25022322,D:\Users\mginda\Desktop\savedrecs(10).txt,"Olsher D, 2014, V58, P131, DOI 10.1016/j.neunet.2014.05.022"
"Reitter, D|Moore, JD","Reitter, David|Moore, Johanna D.",29,10.1016/j.jml.2014.05.008,0749-596X,JOURNAL OF MEMORY AND LANGUAGE,LANGUAGE PRODUCTION |COORDINATION |MEMORY |DISCOURSE |PERSISTENCE |COMPUTER |WRITTEN |CORPUS,Dialogue|Interactive alignment|Syntactic priming|Structural priming|Entrainment|Task success,2014,"Linguistics|Psychology|Psychology, Experimental",1,Alignment and task success in spoken dialogue,WOS:000342246800002,1,76,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Reitter D, 2014, V76, P29, DOI 10.1016/j.jml.2014.05.008"
"Verissimo, J|Clahsen, H","Verissimo, Joao|Clahsen, Harald",61,10.1016/j.jml.2014.06.001,0749-596X,JOURNAL OF MEMORY AND LANGUAGE,GERMAN INFLECTION |PAST-TENSE |REGULAR MORPHOLOGY |SINGLE-ROUTE |LANGUAGE |RULES |CONJUGATIONS |RESTRICTION |EXCEPTION |NETWORKS,Variables|Similarity|Rules|Morphological generalization|Productivity|Computational modeling,2014,"Linguistics|Psychology|Psychology, Experimental",0,Variables and similarity in linguistic generalization: Evidence from inflectional classes in Portuguese,WOS:000342246800004,1,76,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Verissimo J, 2014, V76, P61, DOI 10.1016/j.jml.2014.06.001"
"Maddox, WT|Chandrasekaran, B","Maddox, W. Todd|Chandrasekaran, Bharath",709,10.1017/S1366728913000783,1366-7289,BILINGUALISM-LANGUAGE AND COGNITION,TRAINING JAPANESE LISTENERS |R-VERTICAL-BAR |SUPERIOR TEMPORAL REGION |MULTIPLE MEMORY-SYSTEMS |CROSS-LINGUISTIC PET |LONG-TERM RETENTION |INDIVIDUAL-DIFFERENCES |INFORMATION-INTEGRATION |LANGUAGE EXPERIENCE |TONE PERCEPTION,L2 acquisition|dual-learning systems|reflexive processing|reflective processing|individual differences,2014,"Linguistics|Psychology, Experimental",4,Tests of a dual-system model of speech category learning,WOS:000341766100003,1,17,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Maddox WT, 2014, V17, P709, DOI 10.1017/S1366728913000783"
"Monaghan, P|Shillcock, RC|Christiansen, MH|Kirby, S","Monaghan, Padraic|Shillcock, Richard C.|Christiansen, Morten H.|Kirby, Simon",,10.1098/rstb.2013.0299,0962-8436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,SOUND SYMBOLISM |CORRESPONDENCES |WORDS |SPACE |ACQUISITION |PERCEPTION |ICONICITY |MEANINGS |SHAPE |MAPS,language acquisition|language evolution|vocabulary|arbitrariness of the sign,2014,Biology,7,How arbitrary is language?,WOS:000340333300009,1,369,25092667,D:\Users\mginda\Desktop\savedrecs(10).txt,"Monaghan P, 2014, V369, DOI 10.1098/rstb.2013.0299"
"Maurits, L|Griffiths, TL","Maurits, Luke|Griffiths, Thomas L.",13576,10.1073/pnas.1319042111,0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NATURAL ORDER |WORD-ORDER |LANGUAGE |RECONSTRUCTION |UNIVERSALS |EXPANSION |GRAMMAR |ORIGIN,language evolution|computational historical linguistics|psycholinguistics,2014,Multidisciplinary Sciences,1,Tracing the roots of syntax with Bayesian phylogenetics,WOS:000341630000075,1,111,25192934,D:\Users\mginda\Desktop\savedrecs(10).txt,"Maurits L, 2014, V111, P13576, DOI 10.1073/pnas.1319042111"
"Yu, MX|Mo, C|Mo, L","Yu, Mengxia|Mo, Ce|Mo, Lei",,10.1371/journal.pone.0106486,1932-6203,PLOS ONE,SPEECH PRODUCTION |TIME-COURSE |LANGUAGE PRODUCTION |BRAIN POTENTIALS |FUNCTIONAL UNIT |LEXICAL ACCESS |WORD RETRIEVAL |SEGMENTS |REPRESENTATIONS |INTERFERENCE,,2014,Multidisciplinary Sciences,1,The Role of Phoneme in Mandarin Chinese Production: Evidence from ERPs,WOS:000347993600031,1,9,25191857,D:\Users\mginda\Desktop\savedrecs(10).txt,"Yu MX, 2014, V9, DOI 10.1371/journal.pone.0106486"
"Kutanan, W|Ghirotto, S|Bertorelle, G|Srithawong, S|Srithongdaeng, K|Pontham, N|Kangwanpong, D","Kutanan, Wibhu|Ghirotto, Silvia|Bertorelle, Giorgio|Srithawong, Suparat|Srithongdaeng, Kanokpohn|Pontham, Nattapon|Kangwanpong, Daoroong",512,10.1038/jhg.2014.64,1434-5161,JOURNAL OF HUMAN GENETICS,HUMAN MITOCHONDRIAL-DNA |POPULATION-GROWTH |NORTHERN THAILAND |DISTANCE |POLYMORPHISM |DIVERSITY |ANCIENT |EUROPE |ORIGIN |ALPS,,2014,Genetics & Heredity,1,Geography has more influence than language on maternal genetic structure of various northeastern Thai ethnicities,WOS:000344540200007,1,59,25078355,D:\Users\mginda\Desktop\savedrecs(10).txt,"Kutanan W, 2014, V59, P512, DOI 10.1038/jhg.2014.64"
"Nescolarde-Selva, JA|Uso-Domenech, JL|Gash, H","Nescolarde-Selva, Josue-Antonio|Uso-Domenech, Josep-Lluis|Gash, Hugh",27,10.1002/cplx.21493,1076-2787,COMPLEXITY,,communication|estimative function|ostensive function|perception field,2014,"Mathematics, Interdisciplinary Applications|Multidisciplinary Sciences",4,"A Theorical Point of View of Reality, Perception, and Language",WOS:000342958800003,1,20,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Nescolarde-Selva JA, 2014, V20, P27, DOI 10.1002/cplx.21493"
"Steedman, M","Steedman, Mark",382,10.1016/j.plrev.2014.06.010,1571-0645,PHYSICS OF LIFE REVIEWS,DEAF,,2014,Biology|Biophysics,0,"Evolutionary basis for human language Comment on ""Toward a computational framework for cognitive biology: Unifying approaches from cognitive neuroscience and comparative cognition"" by Tecumseh Fitch",WOS:000342541300010,1,11,25074443,D:\Users\mginda\Desktop\savedrecs(10).txt,"Steedman M, 2014, V11, P382, DOI 10.1016/j.plrev.2014.06.010"
"Abeykoon, AMHS|Pillai, MB","Abeykoon, A. M. Harsha S.|Pillai, M. Branesh",191,10.4038/jnsfsr.v42i3.7395,1391-4588,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,DISTURBANCE OBSERVER |SENSORLESS CONTROL |MOTION CONTROL |FORCE CONTROL |VIRTUAL TOOL |TELEOPERATION |TRANSPARENT,Bilateral control|disturbance observer|haptics|microcontroller|reaction torque observer|real time operating system,2014,Multidisciplinary Sciences,0,RTOS based embedded controller implementation of a bilateral control system,WOS:000342603600004,1,42,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Abeykoon AMHS, 2014, V42, P191, DOI 10.4038/jnsfsr.v42i3.7395"
"Lobina, DJ","Lobina, David J.",56,10.1016/j.langsci.2014.05.006,0388-0001,LANGUAGE SCIENCES,HUMAN LANGUAGE |FACULTY |RECURSION |GRAMMAR |PIRAHA |MIND,Recursive procedures|Recursive rewriting rules|Embedding operations|Recursive structures|Four conflations among the aforementioned constructs,2014,Linguistics|Language & Linguistics,2,What linguists are talking about when talking about...,WOS:000342251300004,1,45,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Lobina DJ, 2014, V45, P56, DOI 10.1016/j.langsci.2014.05.006"
"Mandelshtam, Y|Komarova, NL","Mandelshtam, Yelena|Komarova, Natalia L.",2198,10.1007/s11538-014-9990-2,0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,NICARAGUAN SIGN LANGUAGE |DECISION-MAKING |PAST-TENSE |EVOLUTION |OVERREGULARIZATION |SEGMENTATION |ACQUISITION |MORPHOLOGY |EMERGENCE |GRAMMAR,Language regularization|Boosting property|Reinforcement models|Frequency boosting|Frequency matching,2014,Biology|Mathematical & Computational Biology,0,When Learners Surpass Their Models: Mathematical Modeling of Learning from an Inconsistent Source,WOS:000341734600005,1,76,25124767,D:\Users\mginda\Desktop\savedrecs(10).txt,"Mandelshtam Y, 2014, V76, P2198, DOI 10.1007/s11538-014-9990-2"
"Burki, A|Laganaro, M|Alario, FX","Buerki, Audrey|Laganaro, Marina|Alario, F. -Xavier",1348,10.1037/a0036351,0278-7393,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,NOUN PHRASE PRODUCTION |SPEECH PRODUCTION |SYNTACTIC PROCESSES |SENTENCE PRODUCTION |ROMANCE LANGUAGES |LEXICAL ACCESS |SELECTION |GENDER |AGREEMENT |FRENCH,language production|variation|lexical representations|speech,2014,"Psychology|Psychology, Experimental",0,Phonologically Driven Variability: The Case of Determiners,WOS:000341292100010,1,40,24797443,D:\Users\mginda\Desktop\savedrecs(10).txt,"Burki A, 2014, V40, P1348, DOI 10.1037/a0036351"
"Connolly, B|Matykiewicz, P|Cohen, KB|Standridge, SM|Glauser, TA|Dlugos, DJ|Koh, S|Tham, E|Pestian, J","Connolly, Brian|Matykiewicz, Pawel|Cohen, K. Bretonnel|Standridge, Shannon M.|Glauser, Tracy A.|Dlugos, Dennis J.|Koh, Susan|Tham, Eric|Pestian, John",866,10.1136/amiajnl-2013-002601,1067-5027,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,UNITED-STATES |SEIZURES,,2014,"Computer Science, Information Systems|Computer Science, Interdisciplinary Applications|Health Care Sciences & Services|Information Science & Library Science|Medical Informatics",0,Assessing the similarity of surface linguistic features related to epilepsy across pediatric hospitals,WOS:000340581400015,1,21,24692393,D:\Users\mginda\Desktop\savedrecs(10).txt,"Connolly B, 2014, V21, P866, DOI 10.1136/amiajnl-2013-002601"
"Aslin, RN|Newport, EL","Aslin, Richard N.|Newport, Elissa L.",86,10.1111/lang.12074,0023-8333,LANGUAGE LEARNING,STATISTICAL COMPUTATIONS |GRAMMATICAL CATEGORIES |8-MONTH-OLD INFANTS |TONE SEQUENCES |SPEECH STREAM |SEGMENTATION |CUES |DEPENDENCIES |VOCABULARY |CONSONANTS,statistical learning|rule learning|generalization|grammatical categories|infancy|child language,2014,Education & Educational Research|Linguistics,1,Distributional Language Learning: Mechanisms and Models of Category Formation,WOS:000341150000007,1,64,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Aslin RN, 2014, V64, P86, DOI 10.1111/lang.12074"
"Li, LS|Vikani, AR|Harris, GC|Lin, FR","Li, Lingsheng|Vikani, Ami R.|Harris, Gregory C.|Lin, Frank R.",1301,,1531-7129,OTOLOGY & NEUROTOLOGY,ECOLOGICAL MOMENTARY ASSESSMENT |HEARING |HEALTH,Digital language processor|Older adults|Social engagement|Auditory environment,2014,Clinical Neurology|Otorhinolaryngology,0,Feasibility Study to Quantify the Auditory and Social Environment of Older Adults Using a Digital Language Processor,WOS:000341019900005,1,35,25122146,D:\Users\mginda\Desktop\savedrecs(10).txt,"Li LS, 2014, V35, P1301"
"Arosio, F|Branchini, C|Barbieri, L|Guasti, MT","Arosio, Fabrizio|Branchini, Chiara|Barbieri, Lina|Guasti, Maria Teresa",639,10.3109/02699206.2013.877081,0269-9206,CLINICAL LINGUISTICS & PHONETICS,LANGUAGE IMPAIRMENT |GRAMMATICAL MORPHOLOGY |DETERMINER SYSTEM |GREEK SLI |FOLLOW-UP |DEFICITS |ENGLISH |ACQUISITION |SPEECH |ADOLESCENCE,Clitic pronouns|Italian|specific language impairment,2014,Audiology & Speech-Language Pathology|Linguistics|Rehabilitation,0,Failure to produce direct object clitic pronouns as a clinical marker of SLI in school-aged Italian speaking children,WOS:000340366500001,1,28,24502666,D:\Users\mginda\Desktop\savedrecs(10).txt,"Arosio F, 2014, V28, P639, DOI 10.3109/02699206.2013.877081"
"Misersky, J|Gygax, PM|Canal, P|Gabriel, U|Garnham, A|Braun, F|Chiarini, T|Englund, K|Hanulikova, A|Ottl, A|Valdrova, J|Von Stockhausen, L|Sczesny, S","Misersky, Julia|Gygax, Pascal M.|Canal, Paolo|Gabriel, Ute|Garnham, Alan|Braun, Friederike|Chiarini, Tania|Englund, Kjellrun|Hanulikova, Adriana|Ottl, Anton|Valdrova, Jana|Von Stockhausen, Lisa|Sczesny, Sabine",841,10.3758/s13428-013-0409-z,1554-351X,BEHAVIOR RESEARCH METHODS,INFORMATION,Gender stereotypes|Norms|Role nouns|Occupations|Language,2014,"Psychology, Mathematical|Psychology, Experimental",1,"Norms on the gender perception of role nouns in Czech, English, French, German, Italian, Norwegian, and Slovak",WOS:000340226300019,1,46,24163213,D:\Users\mginda\Desktop\savedrecs(10).txt,"Misersky J, 2014, V46, P841, DOI 10.3758/s13428-013-0409-z"
"Goslin, J|Galluzzi, C|Romani, C","Goslin, Jeremy|Galluzzi, Claudia|Romani, Cristina",872,10.3758/s13428-013-0400-8,1554-351X,BEHAVIOR RESEARCH METHODS,MRC PSYCHOLINGUISTIC DATABASE |SYLLABLE FREQUENCY |SPEECH PRODUCTION |APHASIC ERRORS |DECISION DATA |WORDS |FRENCH |PROJECT |APRAXIA |ACQUISITION,Phonological lexicon|Lexical statistics|Aphasic errors,2014,"Psychology, Mathematical|Psychology, Experimental",1,PhonItalia: a phonological lexicon for Italian,WOS:000340226300020,1,46,24092524,D:\Users\mginda\Desktop\savedrecs(10).txt,"Goslin J, 2014, V46, P872, DOI 10.3758/s13428-013-0400-8"
"Frank, MC|Tenenbaum, JB","Frank, Michael C.|Tenenbaum, Joshua B.",501,10.1016/j.cognition.2014.03.003,0010-0277,COGNITION,,,2014,"Psychology, Experimental",0,"Three ideal observer models for rule learning in simple languages (vol 120, pg 360, 2011)",WOS:000340013900022,1,132,,D:\Users\mginda\Desktop\savedrecs(10).txt,"Frank MC, 2014, V132, P501, DOI 10.1016/j.cognition.2014.03.003"
"Iosub, D|Laniado, D|Castillo, C|Morell, MF|Kaltenbrunner, A","Iosub, Daniela|Laniado, David|Castillo, Carlos|Morell, Mayo Fuster|Kaltenbrunner, Andreas",,10.1371/journal.pone.0104880,1932-6203,PLOS ONE,LANGUAGE DIFFERENCES |DISCOURSE |SPEECH |TEXT,,2014,Multidisciplinary Sciences,1,"Emotions under Discussion: Gender, Status and Communication in Online Collaboration",WOS:000342687200039,1,9,25140870,D:\Users\mginda\Desktop\savedrecs(10).txt,"Iosub D, 2014, V9, DOI 10.1371/journal.pone.0104880"
"Yoncheva, Y|Maurer, U|Zevin, JD|McCandliss, BD","Yoncheva, Yuliya|Maurer, Urs|Zevin, Jason D.|McCandliss, Bruce D.",262,10.1016/j.neuroimage.2014.04.006,1053-8119,NEUROIMAGE,CONTINGENT NEGATIVE-VARIATION |DEVELOPMENTAL-CHANGES |FORM AREA |ELECTROPHYSIOLOGICAL EVIDENCE |EFFECTIVE CONNECTIVITY |EVOKED-POTENTIALS |BRAIN POTENTIALS |SOUND SEQUENCES |NATURAL SPEECH |LANGUAGE,Selective attention|Language|Speech|ERP|Source localization|Phonology,2014,"Neurosciences|Neuroimaging|Radiology, Nuclear Medicine & Medical Imaging",1,Selective attention to phonology dynamically modulates initial encoding of auditory words within the left hemisphere,WOS:000337988700027,1,97,24746955,D:\Users\mginda\Desktop\savedrecs(10).txt,"Yoncheva Y, 2014, V97, P262, DOI 10.1016/j.neuroimage.2014.04.006"
"Bailly, L|Bernardoni, NH|Muller, F|Rohlfs, AK|Hess, M","Bailly, Lucie|Bernardoni, Nathalie Henrich|Mueller, Frank|Rohlfs, Anna-Katharina|Hess, Markus",1219,10.1044/2014_JSLHR-S-12-0418,1092-4388,JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,FALSE VOCAL FOLDS |SUPRAGLOTTIC ACTIVITY |GLOTTAL JET |LARYNGEAL VENTRICLE |EXCISED LARYNGES |VOICE SOURCE |MODEL |FLOW |DYSPHONIA |PRESSURE,voice|ventricular folds|aerodynamics|high-speed cinematography|phonation modeling,2014,Audiology & Speech-Language Pathology|Linguistics|Rehabilitation,0,Ventricular-Fold Dynamics in Human Phonation,WOS:000348198000007,1,57,24687091,D:\Users\mginda\Desktop\savedrecs(10).txt,"Bailly L, 2014, V57, P1219, DOI 10.1044/2014_JSLHR-S-12-0418"
"Haynes, EF|Taylor, M","Haynes, Erin F.|Taylor, Michael",883,10.1121/1.4887479,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,3 LINGUISTIC VARIETIES |GEOMETRIC REPRESENTATION |OVERLAP |QUANTIFICATION |FEATURES |LANGUAGE |SPEECH,,2014,Acoustics|Audiology & Speech-Language Pathology,0,An assessment of acoustic contrast between long and short vowels using convex hulls,WOS:000341178100065,1,136,25096122,D:\Users\mginda\Desktop\savedrecs(10).txt,"Haynes EF, 2014, V136, P883, DOI 10.1121/1.4887479"
"Williamson, DS|Wang, YX|Wang, DL","Williamson, Donald S.|Wang, Yuxuan|Wang, DeLiang",892,10.1121/1.4884759,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,NONNEGATIVE MATRIX FACTORIZATION |SPARSE REPRESENTATION |SOURCE SEPARATION |BACKGROUND-NOISE |INTELLIGIBILITY |RECOGNITION |SEGREGATION |ALGORITHM |FEATURES |LISTENERS,,2014,Acoustics|Audiology & Speech-Language Pathology,1,Reconstruction techniques for improving the perceptual quality of binary masked speech,WOS:000341178100066,1,136,25096123,D:\Users\mginda\Desktop\savedrecs(10).txt,"Williamson DS, 2014, V136, P892, DOI 10.1121/1.4884759"
"Iem, BG","Iem, Byeong-Gwan",903,10.1121/1.4884882,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,DATA-COMPRESSION,,2014,Acoustics|Audiology & Speech-Language Pathology,1,A nonuniform sampling technique based on inflection point detection and its application to speech coding,WOS:000341178100067,1,136,25096124,D:\Users\mginda\Desktop\savedrecs(10).txt,"Iem BG, 2014, V136, P903, DOI 10.1121/1.4884882"
"Prathosh, AP|Ramakrishnan, AG|Ananthapadmanabha, TV","Prathosh, A. P.|Ramakrishnan, A. G.|Ananthapadmanabha, T. V.",EL122,10.1121/1.4885768,0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,PLOSION INDEX |INITIAL STOPS |PREDICTION |EXTRACTION |SIGNALS,,2014,Acoustics|Audiology & Speech-Language Pathology,0,Estimation of voice-onset time in continuous speech using temporal measures,WOS:000341178100011,1,136,25096135,D:\Users\mginda\Desktop\savedrecs(10).txt,"Prathosh AP, 2014, V136, EL122, DOI 10.1121/1.4885768"
"Linck, JA|Osthus, P|Koeth, JT|Bunting, MF","Linck, Jared A.|Osthus, Peter|Koeth, Joel T.|Bunting, Michael F.",861,10.3758/s13423-013-0565-2,1069-9384,PSYCHONOMIC BULLETIN & REVIEW,SHORT-TERM-MEMORY |GENERAL FLUID INTELLIGENCE |LATENT-VARIABLE APPROACH |INDIVIDUAL-DIFFERENCES |PHONOLOGICAL MEMORY |LANGUAGE PRODUCTION |FOREIGN-LANGUAGE |BILINGUAL SPEECH |READING-COMPREHENSION |EXECUTIVE ATTENTION,Working memory|L2 processing|L2 comprehension|L2 production|Second language acquisition|Meta-analysis,2014,"Psychology, Mathematical|Psychology, Experimental",5,Working memory and second language comprehension and production: A meta-analysis,WOS:000339727600002,1,21,24366687,D:\Users\mginda\Desktop\savedrecs(10).txt,"Linck JA, 2014, V21, P861, DOI 10.3758/s13423-013-0565-2"
"Galle, ME|McMurray, B","Galle, Marcus E.|McMurray, Bob",884,10.3758/s13423-013-0569-y,1069-9384,PSYCHONOMIC BULLETIN & REVIEW,SPOKEN WORD RECOGNITION |RELATIVE ONSET-TIME |CROSS-LANGUAGE |DIRECTED SPEECH |PHONETIC CATEGORIES |STOP CONSONANTS |LEXICAL ACCESS |FUNDAMENTAL-FREQUENCY |LINGUISTIC EXPERIENCE |INTERNAL STRUCTURE,Infant|Speech perception|Categorization|Phonological development|Voicing|Meta-analysis|Gradiency|Categorical perception|Discrimination|Development,2014,"Psychology, Mathematical|Psychology, Experimental",1,The development of voicing categories: A quantitative review of over 40 years of infant speech perception research,WOS:000339727600003,1,21,24550074,D:\Users\mginda\Desktop\savedrecs(10).txt,"Galle ME, 2014, V21, P884, DOI 10.3758/s13423-013-0569-y"
"Hoffmeister, RJ|Caldwell-Harris, CL","Hoffmeister, Robert J.|Caldwell-Harris, Catherine L.",229,10.1016/j.cognition.2014.03.014,0010-0277,COGNITION,ASL/ENGLISH BILINGUAL EDUCATION |SIGN-LANGUAGE |ACQUISITION |LITERACY |AGE |PHONOLOGY |STUDENTS |HEARING |COMMUNICATION |COMPREHENSION,Reading|Deaf|Deafness|Sign language|Second language acquisition|Descriptive model,2014,"Psychology, Experimental",1,Acquiring English as a second language via print: The task for deaf children,WOS:000337851400008,1,132,24813574,D:\Users\mginda\Desktop\savedrecs(10).txt,"Hoffmeister RJ, 2014, V132, P229, DOI 10.1016/j.cognition.2014.03.014"
